,Listing #,host_is_superhost,accommodates,bedrooms,bathrooms_number,beds,num_amenities,number_of_reviews,instant_bookable,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,income,price,log_price
7701,9571665,1,1,1.0,1.0,1.0,21,25,0,0,1,0,0,0,0,1,31406,65.0,4.174387269895637
7702,9572448,0,1,1.0,1.0,1.0,12,1,0,0,1,0,0,0,0,1,31406,45.0,3.8066624897703196
7703,9573394,0,2,0.0,1.0,1.0,13,0,0,0,1,0,0,1,0,0,31406,120.0,4.787491742782046
7704,9573876,0,2,1.0,1.0,1.0,13,1,0,0,0,1,0,1,0,0,50985,110.0,4.700480365792417
7705,9575567,0,1,1.0,1.0,1.0,29,5,0,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
7706,9575809,0,2,1.0,1.0,1.0,9,0,0,0,1,0,0,1,0,0,31406,70.0,4.248495242049359
7707,9575903,0,2,1.0,1.0,1.0,29,10,0,0,1,0,0,1,0,0,31406,105.0,4.653960350157523
7708,9575930,1,2,1.0,1.0,1.0,19,23,0,0,0,1,0,0,0,1,50985,90.0,4.499809670330265
7709,9575961,0,2,1.0,1.0,1.0,29,0,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
7710,9576230,0,2,1.0,1.0,1.0,7,1,0,0,1,0,0,0,0,1,31406,49.0,3.8918202981106265
7711,9576812,1,5,2.0,2.0,3.0,31,73,0,0,0,1,0,1,0,0,50985,176.0,5.170483995038151
7712,9577748,0,2,1.0,1.0,1.0,15,1,0,0,0,1,0,0,0,1,50985,68.0,4.219507705176107
7713,9577777,1,2,1.0,1.0,1.0,30,91,0,0,0,1,0,1,0,0,50985,240.0,5.480638923341991
7714,9578325,1,2,1.0,1.0,3.0,27,150,0,0,1,0,0,1,0,0,31406,129.0,4.859812404361672
7715,9578848,0,5,3.0,1.0,3.0,9,0,0,0,1,0,0,1,0,0,31406,185.0,5.220355825078324
7716,9580218,0,1,1.0,1.0,1.0,17,0,1,0,0,1,0,0,0,1,50985,80.0,4.382026634673881
7717,9584126,0,1,1.0,1.0,1.0,21,101,0,0,1,0,0,0,0,1,31406,83.0,4.418840607796598
7718,9585027,0,2,1.0,1.0,1.0,9,2,0,0,0,1,0,0,0,1,50985,80.0,4.382026634673881
7719,9585339,0,2,1.0,1.0,1.0,13,5,0,0,0,1,0,1,0,0,50985,100.0,4.605170185988092
7720,9586086,0,5,4.0,1.5,4.0,14,0,0,0,1,0,0,1,0,0,31406,225.0,5.41610040220442
7721,9586258,0,3,1.0,1.0,1.0,10,2,0,0,1,0,0,0,0,1,31406,60.0,4.0943445622221
7722,9588196,0,2,1.0,1.0,1.0,10,0,0,0,1,0,0,0,0,1,31406,70.0,4.248495242049359
7723,9588699,0,2,1.0,1.0,1.0,10,0,0,0,0,1,0,0,0,1,50985,63.0,4.143134726391533
7724,9588828,0,4,2.0,1.0,2.0,13,1,0,0,0,1,0,1,0,0,50985,115.0,4.74493212836325
7725,9588992,0,1,1.0,1.0,1.0,9,0,0,0,1,0,0,0,0,1,31406,65.0,4.174387269895637
7726,9589086,0,2,1.0,2.0,1.0,15,4,0,0,1,0,0,0,0,1,31406,60.0,4.0943445622221
7727,9589133,0,2,2.0,1.0,2.0,16,2,0,0,1,0,0,1,0,0,31406,155.0,5.043425116919247
7728,9589179,0,3,1.0,1.0,1.0,12,1,0,0,0,1,0,1,0,0,50985,146.0,4.983606621708336
7729,9590866,0,3,1.0,1.0,2.0,9,0,0,0,0,1,0,0,0,1,50985,39.0,3.6635616461296463
7730,9592655,0,3,1.0,1.0,2.0,8,0,0,0,0,1,0,0,0,1,50985,80.0,4.382026634673881
7731,9593093,0,2,1.0,1.0,1.0,10,0,0,0,0,1,0,0,0,1,50985,76.0,4.330733340286331
7732,9594892,0,4,2.0,2.0,2.0,19,2,0,0,0,1,0,1,0,0,50985,450.0,6.1092475827643655
7733,9595222,0,4,2.0,1.0,4.0,12,0,0,0,1,0,0,1,0,0,31406,125.0,4.8283137373023015
7734,9596551,0,5,4.0,2.0,4.0,10,1,1,0,0,1,0,1,0,0,50985,300.0,5.703782474656201
7735,9596854,0,4,1.0,1.0,2.0,27,28,1,0,1,0,0,1,0,0,31406,135.0,4.90527477843843
7736,9597031,0,2,1.0,1.0,2.0,28,30,0,0,0,0,1,1,0,0,31992,69.0,4.23410650459726
7737,9597629,0,10,4.0,2.0,5.0,18,0,0,0,1,0,0,1,0,0,31406,350.0,5.857933154483459
7738,9603803,0,1,1.0,2.5,2.0,20,11,0,0,1,0,0,0,0,1,31406,36.0,3.58351893845611
7739,9603991,0,2,1.0,1.0,1.0,12,0,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
7740,9604498,0,2,2.0,0.0,1.0,11,0,0,0,1,0,0,0,0,1,31406,40.0,3.6888794541139363
7741,9606832,0,4,2.0,1.0,2.0,18,0,0,0,1,0,0,1,0,0,31406,135.0,4.90527477843843
7742,9607482,0,2,0.0,1.0,1.0,16,7,0,0,0,1,0,1,0,0,50985,99.0,4.59511985013459
7743,9607855,0,2,1.0,1.0,1.0,6,61,0,0,0,1,0,1,0,0,50985,145.0,4.976733742420574
7744,9607995,0,2,1.0,1.0,1.0,11,4,0,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
7745,9609246,0,1,1.0,1.0,1.0,12,1,0,0,0,1,0,0,0,1,50985,119.0,4.77912349311153
7746,9609825,0,2,1.0,1.0,2.0,13,15,0,0,0,1,0,1,0,0,50985,212.0,5.356586274672012
7747,9610704,0,1,1.0,1.0,1.0,11,1,0,0,0,1,0,0,0,1,50985,80.0,4.382026634673881
7748,9610982,0,1,1.0,1.0,1.0,9,4,0,0,0,1,0,0,0,1,50985,55.0,4.007333185232471
7749,9612938,1,2,1.0,1.0,2.0,29,22,0,0,0,1,0,1,0,0,50985,69.0,4.23410650459726
7750,9613369,0,2,0.0,1.0,2.0,16,1,1,0,0,1,0,1,0,0,50985,195.0,5.272999558563747
7751,9613541,0,2,1.0,1.0,1.0,9,0,0,0,0,0,1,0,0,1,31992,100.0,4.605170185988092
7752,9613626,0,2,1.0,1.0,1.0,12,2,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
7753,9614224,1,2,1.0,1.0,1.0,27,6,0,0,0,1,0,1,0,0,50985,80.0,4.382026634673881
7754,9614378,0,4,1.0,1.0,1.0,30,85,0,0,0,1,0,1,0,0,50985,275.0,5.616771097666572
7755,9614552,0,4,1.0,1.0,2.0,10,4,0,0,1,0,0,1,0,0,31406,110.0,4.700480365792417
7756,9614672,0,3,1.0,1.5,1.0,15,0,0,0,0,1,0,1,0,0,50985,450.0,6.1092475827643655
7757,9614785,1,4,2.0,1.0,2.0,36,165,0,0,1,0,0,1,0,0,31406,165.0,5.10594547390058
7758,9614933,0,1,1.0,1.0,1.0,12,0,0,0,1,0,0,0,0,1,31406,80.0,4.382026634673881
7759,9614969,0,2,1.0,1.0,1.0,10,11,0,0,0,1,0,0,0,1,50985,54.0,3.9889840465642745
7760,9615209,0,2,0.0,1.0,1.0,17,1,0,0,0,0,1,1,0,0,31992,85.0,4.442651256490317
7761,9615485,0,2,1.0,1.5,1.0,15,5,0,0,0,1,0,0,0,1,50985,67.0,4.204692619390966
7762,9616453,0,2,1.0,1.0,1.0,10,1,0,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
7763,9616729,0,1,1.0,1.0,1.0,8,1,0,0,1,0,0,0,0,1,31406,31.0,3.4339872044851463
7764,9617219,1,3,1.0,1.0,2.0,29,90,0,0,1,0,0,0,0,1,31406,75.0,4.31748811353631
7765,9623722,0,10,1.0,2.0,2.0,29,56,0,0,0,1,0,1,0,0,50985,195.0,5.272999558563747
7766,9624177,0,2,1.0,1.0,1.0,14,0,0,0,1,0,0,1,0,0,31406,200.0,5.298317366548036
7767,9624825,0,2,1.0,1.0,1.0,13,6,0,0,0,1,0,1,0,0,50985,214.0,5.365976015021851
7768,9627513,0,2,1.0,1.0,1.0,10,8,0,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
7769,9628471,0,1,1.0,1.0,1.0,19,1,0,0,1,0,0,0,0,1,31406,41.0,3.713572066704308
7770,9630344,0,1,1.0,1.0,1.0,16,5,0,0,1,0,0,0,0,1,31406,65.0,4.174387269895637
7771,9633740,0,2,1.0,1.0,1.0,20,2,0,0,0,1,0,0,0,0,50985,70.0,4.248495242049359
7772,9633920,0,2,1.0,1.0,1.0,25,19,0,0,1,0,0,1,0,0,31406,80.0,4.382026634673881
7773,9634588,0,2,2.0,1.0,1.0,23,15,0,0,1,0,0,1,0,0,31406,143.0,4.962844630259907
7774,9634829,0,1,1.0,1.0,1.0,11,3,0,0,0,1,0,0,0,1,50985,84.0,4.430816798843313
7775,9634880,0,2,1.0,1.0,1.0,20,15,1,0,1,0,0,0,0,1,31406,60.0,4.0943445622221
7776,9635223,0,2,1.0,1.0,1.0,11,1,1,0,1,0,0,0,0,1,31406,46.0,3.828641396489095
7777,9635607,0,2,1.0,1.0,1.0,29,213,0,0,1,0,0,0,0,1,31406,110.0,4.700480365792417
7778,9635981,1,1,1.0,1.0,1.0,37,29,0,0,1,0,0,0,0,1,31406,70.0,4.248495242049359
7779,9644961,0,2,1.0,2.5,1.0,19,3,0,0,1,0,0,0,0,1,31406,116.0,4.7535901911063645
7780,9645338,0,2,1.0,1.0,1.0,11,5,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
7781,9646346,0,3,1.0,1.0,2.0,11,0,0,0,0,1,0,1,0,0,50985,190.0,5.247024072160486
7782,9646874,0,2,1.0,1.0,1.0,13,0,0,0,1,0,0,1,0,0,31406,100.0,4.605170185988092
7783,9647235,0,4,1.0,1.0,1.0,11,0,1,0,0,0,1,0,0,1,31992,75.0,4.31748811353631
7784,9652365,0,1,1.0,1.0,1.0,31,35,0,0,1,0,0,0,0,1,31406,115.0,4.74493212836325
7785,9652413,0,2,1.0,1.0,1.0,17,1,0,0,0,1,0,1,0,0,50985,89.0,4.48863636973214
7786,9652438,0,2,1.0,1.0,1.0,5,5,1,0,1,0,0,0,0,1,31406,58.0,4.060443010546419
7787,9653005,0,4,2.0,1.5,2.0,12,0,0,0,1,0,0,1,0,0,31406,130.0,4.867534450455582
7788,9654190,0,6,2.0,1.0,3.0,18,2,0,0,0,1,0,1,0,0,50985,400.0,5.991464547107982
7789,9660635,0,4,3.0,1.0,3.0,16,8,0,0,1,0,0,1,0,0,31406,90.0,4.499809670330265
7790,9660751,0,5,1.0,1.0,2.0,29,8,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
7791,9662070,0,2,1.0,1.0,1.0,6,2,0,0,1,0,0,0,0,1,31406,65.0,4.174387269895637
7792,9663062,0,1,1.0,1.0,1.0,11,3,0,0,0,0,1,0,0,1,31992,43.0,3.7612001156935624
7793,9664497,0,2,1.0,1.0,1.0,13,6,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
7794,9665709,0,3,1.0,1.0,1.0,9,0,0,0,0,0,1,1,0,0,31992,95.0,4.553876891600541
7795,9668948,0,3,0.0,1.0,2.0,12,0,0,0,0,1,0,1,0,0,50985,101.0,4.61512051684126
7796,9669305,0,4,1.0,1.0,1.0,14,3,0,0,0,1,0,1,0,0,50985,145.0,4.976733742420574
7797,9674880,0,1,1.0,1.0,1.0,4,0,0,0,0,1,0,0,0,1,50985,95.0,4.553876891600541
7798,9675061,0,2,1.0,1.0,1.0,11,0,0,0,0,1,0,1,0,0,50985,160.0,5.075173815233827
7799,9675064,1,1,1.0,1.0,2.0,33,252,1,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
7800,9675609,0,2,1.0,1.0,1.0,24,9,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
7801,9676890,0,1,1.0,1.0,1.0,12,1,0,0,1,0,0,0,0,1,31406,66.0,4.189654742026425
7802,9677744,0,2,0.0,1.0,1.0,13,63,0,0,0,1,0,1,0,0,50985,77.0,4.343805421853684
7803,9677912,0,6,3.0,2.0,4.0,16,31,1,0,1,0,0,1,0,0,31406,220.0,5.393627546352362
7804,9678870,0,2,1.0,1.0,1.0,14,0,0,0,1,0,0,1,0,0,31406,160.0,5.075173815233827
7805,9679289,0,1,1.0,1.0,1.0,10,1,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
7806,9679310,0,4,1.0,2.0,2.0,9,1,0,0,0,1,0,0,0,1,50985,160.0,5.075173815233827
7807,9682617,0,2,1.0,1.0,1.0,17,13,0,0,0,1,0,1,0,0,50985,228.0,5.429345628954441
7808,9682898,0,2,1.0,1.0,1.0,7,1,0,0,1,0,0,0,0,1,31406,70.0,4.248495242049359
7809,9685114,0,2,2.0,2.0,1.0,13,0,0,0,1,0,0,1,0,0,31406,450.0,6.1092475827643655
7810,9685158,0,5,2.0,1.0,3.0,18,0,0,0,0,1,0,1,0,0,50985,400.0,5.991464547107982
7811,9685213,0,1,1.0,1.0,1.0,13,0,0,0,0,1,0,0,0,1,50985,55.0,4.007333185232471
7812,9685865,1,2,1.0,1.0,1.0,29,62,0,0,1,0,0,0,0,1,31406,49.0,3.8918202981106265
7813,9686167,0,2,1.0,1.0,1.0,20,7,0,0,0,1,0,0,0,1,50985,85.0,4.442651256490317
7814,9691204,0,5,3.0,1.5,2.0,14,1,0,0,1,0,0,1,0,0,31406,185.0,5.220355825078324
7815,9692074,0,3,1.0,1.0,2.0,8,1,0,0,0,1,0,0,0,1,50985,200.0,5.298317366548036
7816,9692090,0,1,1.0,1.0,1.0,9,0,0,0,0,1,0,0,0,1,50985,58.0,4.060443010546419
7817,9692205,0,2,1.0,1.0,1.0,10,2,0,0,0,1,0,0,0,1,50985,70.0,4.248495242049359
7818,9692740,0,1,1.0,1.0,1.0,12,2,0,0,0,1,0,0,0,1,50985,50.0,3.912023005428146
7819,9694487,0,4,1.0,1.0,1.0,14,0,0,0,0,1,0,1,0,0,50985,300.0,5.703782474656201
7820,9694633,0,4,1.0,1.0,1.0,14,4,0,0,1,0,0,1,0,0,31406,109.0,4.6913478822291435
7821,9695552,0,4,1.0,1.0,2.0,16,4,0,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
7822,9696139,0,2,1.0,1.0,1.0,35,13,0,0,1,0,0,1,0,0,31406,250.0,5.521460917862246
7823,9696307,0,2,0.0,1.0,1.0,12,1,0,0,0,1,0,1,0,0,50985,100.0,4.605170185988092
7824,9697749,0,2,1.0,1.0,1.0,6,1,1,0,1,0,0,0,0,1,31406,28.0,3.332204510175204
7825,9697969,0,3,1.0,3.0,3.0,15,0,0,0,0,1,0,0,0,1,50985,101.0,4.61512051684126
7826,9698613,0,1,1.0,1.0,1.0,14,2,0,0,0,0,1,0,0,1,31992,35.0,3.5553480614894135
7827,9698691,0,4,1.0,1.0,1.0,9,2,0,0,0,0,1,1,0,0,31992,105.0,4.653960350157523
7828,9698905,0,2,1.0,1.0,1.0,12,2,0,0,1,0,0,0,0,1,31406,95.0,4.553876891600541
7829,9699559,0,4,1.0,1.0,2.0,10,2,1,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
7830,9705782,0,8,3.0,2.0,4.0,18,24,0,0,1,0,0,1,0,0,31406,314.0,5.749392985908253
7831,9705958,0,3,1.0,1.0,2.0,11,4,0,0,1,0,0,1,0,0,31406,65.0,4.174387269895637
7832,9706724,0,1,1.0,1.0,1.0,9,5,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
7833,9707469,0,2,0.0,1.0,1.0,4,0,0,0,1,0,0,1,0,0,31406,150.0,5.0106352940962555
7834,9707498,1,4,2.0,1.0,3.0,29,171,0,0,1,0,0,1,0,0,31406,95.0,4.553876891600541
7835,9707531,0,2,1.0,1.0,1.0,15,2,0,0,0,1,0,1,0,0,50985,160.0,5.075173815233827
7836,9707671,0,3,1.0,1.0,1.0,22,19,1,0,0,1,0,0,0,1,50985,95.0,4.553876891600541
7837,9708577,1,6,3.0,2.0,6.0,32,87,0,0,1,0,0,1,0,0,31406,300.0,5.703782474656201
7838,9709428,0,3,1.0,1.0,2.0,7,2,0,0,1,0,0,0,0,1,31406,80.0,4.382026634673881
7839,9709801,0,2,1.0,1.0,1.0,12,0,0,0,0,0,1,0,0,1,31992,40.0,3.6888794541139363
7840,9710538,0,2,1.0,1.0,1.0,15,0,0,1,0,0,0,1,0,0,22232,85.0,4.442651256490317
7841,9710620,0,3,1.0,1.0,2.0,27,4,0,0,1,0,0,1,0,0,31406,72.0,4.276666119016055
7842,9711921,0,4,2.0,2.0,3.0,14,0,0,0,0,1,0,1,0,0,50985,450.0,6.1092475827643655
7843,9712682,0,4,1.0,1.0,2.0,32,145,0,0,1,0,0,1,0,0,31406,210.0,5.3471075307174685
7844,9712829,0,5,1.0,1.0,0.0,26,4,1,0,1,0,0,1,0,0,31406,200.0,5.298317366548036
7845,9713048,0,2,1.0,1.0,1.0,8,2,0,0,1,0,0,0,0,1,31406,47.0,3.8501476017100584
7846,9713589,0,6,3.0,2.0,3.0,8,0,0,0,1,0,0,1,0,0,31406,425.0,6.052089168924417
7847,9713626,0,4,1.0,1.0,1.0,15,6,0,0,0,1,0,1,0,0,50985,280.0,5.634789603169249
7848,9713934,0,2,1.0,2.0,1.0,10,5,1,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
7849,9714004,0,2,1.0,1.0,2.0,17,18,0,0,0,1,0,0,0,1,50985,275.0,5.616771097666572
7850,9714870,0,2,1.0,1.0,1.0,17,4,0,0,1,0,0,1,0,0,31406,120.0,4.787491742782046
7851,9714880,0,2,1.0,1.0,1.0,18,0,0,0,1,0,0,1,0,0,31406,60.0,4.0943445622221
7852,9715404,0,2,1.0,1.0,1.0,11,0,0,0,0,1,0,0,0,1,50985,100.0,4.605170185988092
7853,9715891,0,5,1.0,1.0,1.0,17,0,0,0,0,0,1,1,0,0,31992,200.0,5.298317366548036
7854,9715973,0,4,0.0,1.0,2.0,11,1,0,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
7855,9716234,0,4,1.0,1.0,0.0,28,135,1,0,1,0,0,0,0,0,31406,31.0,3.4339872044851463
7856,9716424,0,1,1.0,1.0,1.0,27,20,0,0,1,0,0,0,0,1,31406,68.0,4.219507705176107
7857,9717662,0,2,1.0,1.0,1.0,11,0,0,0,0,1,0,0,0,1,50985,37.0,3.6109179126442243
7858,9717766,0,1,0.0,1.0,1.0,8,0,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
7859,9720768,1,1,1.0,1.0,2.0,27,161,1,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
7860,9720809,1,1,1.0,1.0,1.0,21,11,0,0,0,1,0,0,0,1,50985,60.0,4.0943445622221
7861,9724452,0,1,0.0,1.0,1.0,7,0,0,0,0,1,0,1,0,0,50985,70.0,4.248495242049359
7862,9725232,0,4,1.0,1.0,1.0,35,188,1,0,1,0,0,1,0,0,31406,135.0,4.90527477843843
7863,9725508,0,2,0.0,1.0,2.0,39,15,0,0,1,0,0,1,0,0,31406,114.0,4.736198448394496
7864,9726143,0,3,1.0,1.0,1.0,13,1,0,0,0,1,0,1,0,0,50985,199.0,5.293304824724492
7865,9726720,0,2,1.0,1.0,1.0,18,0,0,0,1,0,0,1,0,0,31406,125.0,4.8283137373023015
7866,9728168,0,4,1.0,1.0,2.0,11,4,0,0,0,1,0,1,0,0,50985,189.0,5.241747015059643
7867,9728203,0,2,1.0,1.0,1.0,7,1,0,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
7868,9729517,0,3,1.0,1.0,2.0,18,12,0,0,1,0,0,0,0,0,31406,54.0,3.9889840465642745
7869,9730117,0,4,1.0,1.0,2.0,20,11,0,0,1,0,0,1,0,0,31406,400.0,5.991464547107982
7870,9730432,1,2,1.0,1.0,1.0,24,111,0,0,1,0,0,1,0,0,31406,110.0,4.700480365792417
7871,9730784,0,2,1.0,1.0,1.0,8,5,0,0,0,1,0,0,0,1,50985,140.0,4.941642422609304
7872,9731039,0,1,0.0,1.0,1.0,13,0,0,0,0,0,1,1,0,0,31992,99.0,4.59511985013459
7873,9731178,0,1,1.0,2.0,1.0,13,2,0,0,1,0,0,0,0,1,31406,35.0,3.5553480614894135
7874,9731739,0,5,2.0,1.0,3.0,22,30,1,0,0,1,0,1,0,0,50985,184.0,5.214935757608986
7875,9732432,0,2,1.0,1.0,1.0,7,1,0,0,1,0,0,0,0,1,31406,35.0,3.5553480614894135
7876,9732612,0,3,1.0,1.0,1.0,12,1,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
7877,9733227,0,2,1.0,1.0,1.0,14,4,0,0,1,0,0,1,0,0,31406,171.0,5.14166355650266
7878,9735503,0,4,1.0,1.0,1.0,14,2,0,0,0,0,1,1,0,0,31992,100.0,4.605170185988092
7879,9735931,0,1,1.0,1.0,1.0,6,12,0,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
7880,9735957,1,3,1.0,1.0,2.0,33,37,0,0,0,1,0,1,0,0,50985,339.0,5.82600010738045
7881,9736071,0,2,0.0,1.0,1.0,13,0,0,0,0,1,0,1,0,0,50985,195.0,5.272999558563747
7882,9736227,0,7,3.0,1.0,3.0,13,4,0,0,0,1,0,1,0,0,50985,499.0,6.212606095751519
7883,9736600,0,2,1.0,1.0,1.0,16,0,0,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
7884,9737362,0,4,2.0,1.0,2.0,14,3,0,0,0,1,0,1,0,0,50985,275.0,5.616771097666572
7885,9737516,0,4,1.0,1.0,1.0,16,0,0,0,1,0,0,1,0,0,31406,325.0,5.783825182329737
7886,9737840,0,6,2.0,2.0,3.0,30,362,1,0,0,1,0,1,0,0,50985,180.0,5.19295685089021
7887,9738605,0,2,1.0,1.0,1.0,8,0,0,0,1,0,0,0,0,1,31406,100.0,4.605170185988092
7888,9739888,0,1,1.0,2.0,1.0,10,0,0,0,0,1,0,0,0,1,50985,45.0,3.8066624897703196
7889,9740010,0,1,0.0,1.0,1.0,20,213,0,0,1,0,0,1,0,0,31406,134.0,4.897839799950911
7890,9740264,0,2,0.0,1.0,1.0,16,19,0,0,0,1,0,1,0,0,50985,78.0,4.356708826689592
7891,9740386,0,1,1.0,1.0,1.0,19,0,0,0,0,1,0,1,0,0,50985,189.0,5.241747015059643
7892,9741431,0,2,1.0,1.0,1.0,26,3,0,0,0,1,0,1,0,0,50985,100.0,4.605170185988092
7893,9745297,0,1,1.0,1.0,1.0,12,1,0,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
7894,9746225,0,2,1.0,1.0,1.0,14,0,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
7895,9747059,0,1,1.0,1.0,1.0,13,0,0,0,0,1,0,0,0,1,50985,120.0,4.787491742782046
7896,9747647,0,2,1.0,2.0,1.0,13,1,0,0,1,0,0,0,0,1,31406,70.0,4.248495242049359
7897,9747682,0,2,1.0,1.0,1.0,25,10,0,0,1,0,0,0,0,1,31406,59.0,4.07753744390572
7898,9748877,0,4,1.0,1.5,4.0,31,61,0,0,0,1,0,0,0,1,50985,120.0,4.787491742782046
7899,9749603,0,2,1.0,1.0,1.0,6,0,0,0,0,0,1,1,0,0,31992,65.0,4.174387269895637
7900,9750139,0,2,1.0,1.0,1.0,16,97,0,0,1,0,0,1,0,0,31406,97.0,4.574710978503383
7901,9750308,0,2,1.0,1.0,0.0,19,23,0,0,1,0,0,0,0,1,31406,26.0,3.258096538021482
7902,9751043,0,4,2.0,1.0,2.0,34,199,0,0,1,0,0,1,0,0,31406,150.0,5.0106352940962555
7903,9752005,1,1,1.0,1.0,1.0,21,131,0,0,0,1,0,0,0,1,50985,80.0,4.382026634673881
7904,9752053,0,2,1.0,1.0,1.0,10,0,0,0,1,0,0,0,0,1,31406,65.0,4.174387269895637
7905,9753018,0,4,1.0,1.0,2.0,14,8,0,0,1,0,0,1,0,0,31406,250.0,5.521460917862246
7906,9753240,0,3,2.0,1.5,2.0,29,16,0,0,0,1,0,1,0,0,50985,750.0,6.620073206530356
7907,9753443,0,3,0.0,1.0,1.0,17,3,1,0,1,0,0,1,0,0,31406,133.0,4.890349128221754
7908,9754751,0,4,1.0,1.0,2.0,13,2,0,0,0,0,1,1,0,0,31992,100.0,4.605170185988092
7909,9755074,0,2,1.0,1.0,1.0,11,5,0,0,1,0,0,1,0,0,31406,120.0,4.787491742782046
7910,9755384,0,2,1.0,1.0,1.0,11,1,0,0,0,1,0,0,0,1,50985,83.0,4.418840607796598
7911,9755479,0,2,1.0,1.0,1.0,11,0,0,0,0,1,0,1,0,0,50985,300.0,5.703782474656201
7912,9756258,0,1,1.0,1.5,1.0,13,2,0,0,0,1,0,0,0,1,50985,65.0,4.174387269895637
7913,9756612,0,2,1.0,1.0,1.0,11,0,0,0,0,1,0,0,0,1,50985,73.0,4.290459441148391
7914,9756996,0,2,0.0,1.0,1.0,13,0,0,0,0,1,0,1,0,0,50985,240.0,5.480638923341991
7915,9757018,0,2,1.0,1.0,1.0,11,2,0,0,0,1,0,0,0,1,50985,50.0,3.912023005428146
7916,9757167,0,2,1.0,1.0,2.0,12,1,0,0,0,1,0,0,0,1,50985,51.0,3.9318256327243257
7917,9757351,0,4,2.0,1.0,2.0,15,1,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
7918,9757762,0,2,1.0,1.0,1.0,5,0,0,0,1,0,0,1,0,0,31406,180.0,5.19295685089021
7919,9757875,1,4,1.0,1.0,2.0,36,16,0,0,0,0,1,0,0,1,31992,61.0,4.110873864173311
7920,9759444,0,2,1.0,1.0,1.0,13,6,1,0,1,0,0,1,0,0,31406,130.0,4.867534450455582
7921,9759525,0,2,0.0,1.0,1.0,14,3,0,0,0,1,0,1,0,0,50985,121.0,4.795790545596741
7922,9759704,0,1,1.0,1.0,1.0,8,2,0,0,1,0,0,0,0,1,31406,31.0,3.4339872044851463
7923,9765011,1,2,1.0,1.0,1.0,9,7,0,0,1,0,0,0,0,1,31406,30.0,3.4011973816621555
7924,9765276,1,1,1.0,1.0,1.0,7,14,0,0,1,0,0,0,0,1,31406,28.0,3.332204510175204
7925,9765762,0,2,1.0,1.0,1.0,11,1,0,0,1,0,0,0,0,1,31406,85.0,4.442651256490317
7926,9765944,0,1,1.0,1.0,1.0,8,0,0,0,1,0,0,0,0,1,31406,75.0,4.31748811353631
7927,9766228,0,4,2.0,1.0,2.0,18,1,0,0,1,0,0,1,0,0,31406,200.0,5.298317366548036
7928,9766922,0,2,1.0,1.0,1.0,14,0,0,0,0,1,0,0,0,1,50985,91.0,4.51085950651685
7929,9767424,1,4,1.0,1.0,2.0,27,109,0,0,1,0,0,1,0,0,31406,125.0,4.8283137373023015
7930,9768159,0,2,1.0,1.0,1.0,15,0,0,0,0,1,0,0,0,1,50985,65.0,4.174387269895637
7931,9768199,1,2,1.0,1.0,1.0,33,19,0,0,0,1,0,1,0,0,50985,100.0,4.605170185988092
7932,9768360,0,4,1.0,1.0,2.0,16,7,0,0,1,0,0,1,0,0,31406,100.0,4.605170185988092
7933,9768765,0,1,1.0,1.0,1.0,9,1,0,0,1,0,0,0,0,1,31406,24.0,3.1780538303479458
7934,9769817,0,2,1.0,1.0,1.0,14,13,0,0,1,0,0,1,0,0,31406,125.0,4.8283137373023015
7935,9770041,0,4,2.0,1.0,2.0,20,2,1,0,1,0,0,1,0,0,31406,175.0,5.1647859739235145
7936,9770459,0,2,1.0,1.5,2.0,32,24,0,0,1,0,0,0,0,1,31406,56.0,4.02535169073515
7937,9772177,0,4,2.0,1.0,0.0,7,0,0,0,0,1,0,1,0,0,50985,264.0,5.575949103146316
7938,9773384,0,2,1.0,1.0,1.0,9,0,0,0,0,1,0,1,0,0,50985,180.0,5.19295685089021
